,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,665,230,86,10,9
6,0,0,0,0,0,63,894,27,4,12
7,0,0,0,0,0,196,175,602,8,19
8,0,0,0,0,0,46,47,71,675,161
9,0,0,0,0,0,28,70,128,43,731
