,0,1,2,3,4,5,6,7,8,9
0,91,4,2,0,0,0,1,1,0,1
1,3,88,0,1,2,1,0,1,3,1
2,5,11,59,1,4,9,4,1,3,3
3,0,6,2,57,18,2,4,3,3,5
4,0,6,3,16,56,5,7,6,1,0
5,1,1,3,1,3,82,1,2,3,3
6,0,4,1,4,4,0,77,7,2,1
7,1,3,2,3,5,1,3,72,7,3
8,0,9,0,2,3,3,4,3,74,2
9,2,1,5,1,1,5,1,1,2,81
