,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
19,0,1,0,2,5,0,0,0,0,1,0,1,1,0,1,8,0,0,0,53,0,0,0,0,0,0,2,1,1,1,0,4,2,0,0,0,0,0,3,0,0,2,1,1,0,2,3,1,2,1
20,2,0,0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,82,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,84,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0
22,0,1,1,0,0,0,1,0,2,1,7,3,1,1,1,0,3,0,0,0,0,1,60,0,0,2,0,1,0,0,0,0,2,0,0,1,0,1,0,2,4,0,0,0,1,1,1,0,1,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
24,0,0,1,0,0,0,2,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,81,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
25,0,0,1,0,2,12,0,0,0,0,0,0,2,1,1,0,2,0,0,0,8,0,1,0,0,57,1,0,0,0,1,0,0,2,0,0,0,1,0,0,6,1,0,0,0,0,1,0,0,0
26,0,1,0,0,5,0,1,0,1,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,61,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,2,12,2,1,0,0
27,0,0,0,0,6,2,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,0,0,57,0,0,3,1,3,2,3,0,0,1,1,0,0,1,3,0,6,2,0,0,0,1
28,0,0,2,0,0,0,0,0,1,2,6,0,0,0,0,0,3,1,1,0,1,0,2,0,0,1,0,0,73,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0
29,0,2,1,1,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,5,0,0,55,1,3,1,3,3,0,0,2,1,1,0,0,0,2,4,2,0,0,0,2
30,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,85,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
31,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,0,1,1,1,0,0,0,1,0,4,0,69,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
32,0,2,4,0,0,1,0,0,0,0,1,1,2,0,1,3,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,70,0,1,0,0,0,1,1,1,0,1,0,1,0,3,0,0,0
33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81,2,0,0,1,0,1,0,0,0,0,0,0,2,2,0,4
34,0,2,1,2,0,0,1,0,1,0,0,2,1,0,0,2,0,0,1,3,0,0,0,0,0,0,2,1,0,2,0,0,0,1,65,0,0,0,5,0,0,0,1,3,4,0,0,0,0,0
35,0,0,13,0,0,0,0,1,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,53,2,0,0,0,2,1,0,0,0,1,10,0,0,0
36,0,1,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,80,1,1,0,0,0,1,1,0,0,0,0,0,0
37,0,0,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,0,0,76,0,0,0,0,1,0,0,1,0,0,0,2
38,0,0,0,2,6,0,1,0,1,0,0,0,0,0,0,2,0,0,2,4,0,1,0,1,0,0,0,4,0,1,1,3,0,1,4,0,2,0,57,0,1,0,1,2,3,0,0,0,0,0
39,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,1,0,0,4,0,0,0,0,0,0,1,0,79,1,0,1,0,0,1,0,0,0,0
40,0,1,0,0,0,0,0,1,0,5,0,1,1,0,0,2,1,0,0,0,2,0,1,0,0,2,0,0,4,0,0,0,1,2,0,0,0,1,2,1,67,0,0,0,1,1,2,0,1,0
41,0,0,0,1,0,0,0,1,1,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,82,0,0,2,3,0,0,1,0
42,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,1,0,2,1,2,0,1,0,6,1,0,0,69,2,3,1,0,0,1,0
43,0,0,0,2,4,0,0,0,0,0,1,0,0,1,0,3,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,0,1,0,1,0,1,0,2,72,0,0,1,0,0,0
44,0,1,0,0,1,1,1,2,0,1,1,0,3,0,0,1,0,0,8,0,0,0,0,0,0,0,2,9,0,2,4,0,1,0,2,0,1,1,1,0,2,0,6,0,46,2,0,1,0,0
45,0,1,3,0,1,1,1,1,1,0,3,1,1,0,4,1,1,0,0,0,0,0,0,1,3,0,10,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,2,0,2,52,1,2,1,0
46,0,0,5,0,0,1,0,0,1,0,0,16,0,1,0,1,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,5,0,1,8,0,0,2,0,1,0,0,0,1,3,47,0,0,0
47,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,3,0,0,0,0,0,0,1,3,0,80,1,0
48,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,87,0
49,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
