,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,7,1,4,9,15,857,18,73,14,2
6,7,1,6,5,9,53,885,14,18,2
7,10,2,3,2,6,58,4,902,11,2
8,22,6,0,1,0,5,4,6,947,9
9,23,79,2,0,1,12,5,26,60,792
