,0,1,2,3,4,5,6,7,8,9
0,899,4,46,13,6,0,0,22,0,10
1,16,952,5,6,0,0,0,6,2,13
2,40,1,826,47,31,0,0,47,0,8
3,13,6,84,806,44,0,0,34,1,12
4,13,3,49,52,827,0,0,47,0,9
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
