,0,1,2,3,4,5,6,7,8,9
0,554,20,44,32,23,15,11,6,236,59
1,5,676,1,10,5,11,7,0,61,224
2,45,5,457,79,96,132,71,30,63,22
3,7,7,41,494,56,223,75,16,39,42
4,12,4,53,91,578,68,70,69,37,18
5,6,4,31,183,32,624,30,39,26,25
6,0,4,48,66,41,65,712,4,32,28
7,12,2,27,73,69,124,9,630,11,43
8,13,15,5,12,5,6,2,1,914,27
9,4,34,2,14,4,6,4,3,48,881
