,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,1,5,73,348,37,16,48,423,21,28
6,1,15,108,148,67,56,93,405,72,35
7,4,11,38,53,313,19,265,166,83,48
8,366,130,17,11,1,17,160,26,29,243
9,32,640,3,10,1,14,42,29,92,137
