,0,1,2,3,4,5,6,7,8,9
0,709,19,15,0,1,1,105,6,13,131
1,2,962,1,2,0,1,2,1,14,15
2,17,1,698,6,27,29,56,108,21,37
3,3,5,27,526,24,8,45,314,10,38
4,0,2,19,19,705,10,129,98,17,1
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
