,0,1,2,3,4,5,6,7,8,9
0,90,1,5,0,0,0,0,1,0,3
1,4,82,4,1,1,2,1,0,2,3
2,0,4,68,0,3,9,1,2,6,7
3,0,1,2,58,10,1,3,11,5,9
4,0,1,5,17,49,3,4,12,6,3
5,1,5,3,1,2,76,0,1,2,9
6,1,3,1,6,4,0,59,20,1,5
7,0,2,2,3,0,1,4,75,6,7
8,0,1,1,1,0,1,2,4,85,5
9,0,1,8,2,0,1,0,1,2,85
