,0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,403,597
1,0,0,0,0,0,0,0,0,40,960
2,0,0,0,0,0,0,0,0,124,876
3,0,0,0,0,0,0,0,0,73,927
4,0,0,0,0,0,0,0,0,65,935
5,0,0,0,0,0,0,0,0,101,899
6,0,0,0,0,0,0,0,0,34,966
7,0,0,0,0,0,0,0,0,24,976
8,0,0,0,0,0,0,0,0,455,545
9,0,0,0,0,0,0,0,0,23,977
